word,log_odds_ratio
stymied,0.11088
sub,-0.01436
subgroup,-0.13302
subgroups,-0.06557
subject,-0.5991
subjected,0.4134
subjective,0.71572
subjects,-0.24192
sublingual,0.41227
submit,-0.49333
submitted,-0.12125
subscribe,-0.40627
subscribing,-0.32439
subscription,-0.13369
subsequent,-0.29165
subsequently,-0.06587
subsided,1.0171
subsidiary,-0.36767
substance,-0.06695
substances,-0.05337
substantial,-0.28512
substantially,-0.21153
substitute,-0.02787
substituting,0.41227
subtle,0.5734
succeed,-0.13302
succeeds,-0.19086
success,0.05089
successes,0.23639
successful,0.08266
successfully,-0.00049
succumb,0.71422
suck,-0.06557
sudan,-0.10114
sudden,-0.13436
suddenly,-0.33288
suffer,-0.09924
suffered,-0.11367
sufferer,0.71422
sufferers,0.29501
suffering,0.02888
suffers,-0.06587
suffice,0.41227
sufficient,-0.67427
sufficiently,0.01382
sugar,0.07202
sugars,0.11151
sugary,-0.49333
suggest,-0.09887
suggested,-0.11192
suggesting,-0.52214
suggestion,0.06
suggestive,0.23639
suggests,-0.11101
suicidal,-0.89559
suicide,-0.49528
suit,-0.13302
suitable,0.54192
suite,0.11088
suited,-0.36767
sulfate,0.41227
sullivan,-0.36767
summary,0.41512
summer,-0.16947
summit,0.11088
sun,-0.10213
sunday,0.05621
sunlight,-0.49333
sunscreen,-0.36767
sunscreens,0.41227
suny,0.11109
super,0.06
superbug,1.0171
superbugs,0.71422
superficial,0.41284
superficially,0.41227
superior,-0.17459
superiority,-0.13302
supervision,0.06
supervisor,0.41227
supple,0.41227
supplement,-0.50949
supplemental,0.01382
supplementation,0.14075
supplementing,0.11109
supplements,-0.31403
supplied,0.01382
suppliers,0.41227
supplies,-0.33075
supply,-0.05839
support,-0.15425
supported,-0.13178
supporting,-0.14644
supportive,0.01382
supports,-0.31395
supposed,-0.47841
supposedly,-0.59095
suppress,0.21796
suppressed,-0.06557
suppresses,-0.06572
suppression,0.01382
sure,-0.1539
surely,-0.36767
surface,-0.15613
surge,-0.43497
surged,-0.06557
surgeon,0.00694
surgeons,0.0182
surgeries,-0.12558
surgery,-0.03454
surgical,0.06686
surgically,-0.09456
surging,0.41227
suriname,-0.10114
surmised,-0.06557
surpass,0.41227
surprise,0.00155
surprised,-0.36436
surprises,0.71422
surprising,-0.10944
surprisingly,-0.25955
surreal,0.41227
surrounded,-0.06557
surrounding,0.08873
surveillance,-0.02787
survey,-0.40141
survival,-0.09924
survive,0.02022
survived,-0.00755
survives,0.41227
surviving,-0.15374
survivor,-0.19086
survivors,-0.21153
susan,-0.17459
susceptibility,-0.19086
susceptible,-0.13369
suspect,-0.29076
suspected,0.113
suspecting,0.41227
suspended,-0.06557
suspicious,-0.0033
sustain,-0.28813
sustainable,-0.06557
sustained,-0.38949
sutent,0.41227
suzanne,-0.11198
svalbard,-0.10114
swabbing,0.41227
swallow,0.41284
swallowing,0.04399
swapped,0.41227
swath,0.41227
swaziland,-0.10114
sweat,0.54192
sweating,0.04399
sweats,0.11151
sweaty,0.11088
sweden,-0.19556
swedish,-0.37139
sweeping,0.4134
sweet,0.2677
sweeteners,0.11088
sweets,0.71422
swell,0.11088
swelling,-0.05004
swim,0.23717
swimming,0.1113
swinging,0.11088
swings,0.71873
swiss,0.483
switch,-0.45874
switched,-0.14644
switches,-0.06557
switching,-0.49333
switzerland,0.07067
swollen,-0.33075
sydney,-0.06587
symphony,0.41227
symposium,0.30583
symptom,-0.05466
symptomatic,-0.06587
symptoms,0.02608
synapses,0.23639
sync,-0.06557
syndrome,-0.14956
syndromes,0.01382
synthesis,-0.06557
synthesized,-0.36767
synthetic,-0.33288
syrian,-0.10114
syringe,-0.28813
syrup,-0.06572
system,-0.10229
systematically,-0.06557
systemic,0.34781
systemically,0.58985
systems,0.03284
systolic,-0.11198
table,0.16445
tables,0.71422
tablespoon,0.41284
tablet,-0.13369
tablets,-0.82393
tack,0.11088
tackle,0.15784
tackled,0.41227
tackling,-0.06557
tag,-0.13369
tagged,0.71422
tags,0.41227
tai,0.4134
tail,0.41227
tailor,-0.06572
tailored,0.06
tailoring,-0.19086
taiwan,-0.01445
taiwanese,0.41227
tajikistan,-0.10114
take,-0.19249
taken,-0.32893
takers,-0.06557
takes,-0.03095
taking,-0.24364
tale,0.11088
talented,0.71422
talk,-0.16404
talked,-0.06587
talking,-0.13642
talks,-0.40402
tamiflu,0.23639
tammy,0.41227
tamoxifen,-0.15374
tan,0.11109
tandem,-0.28813
tangible,0.23639
tangles,-0.13302
tank,0.4134
tanning,-0.19086
tanzania,-0.13369
tao,0.41227
tap,-0.06572
tape,-0.28813
taping,0.41227
tapping,-0.28813
taps,0.23639
tarceva,0.71422
target,0.1127
targeted,0.0143
targeting,0.07067
targets,-0.00338
tarrytown,0.41227
task,-0.11911
tasks,-0.02229
tasmania,0.41227
taste,-0.02787
tastes,-0.06557
tau,0.01382
taught,-0.03585
tax,0.71422
taxes,0.41227
tea,0.08873
teach,-0.02787
teacher,-0.46689
teaches,0.4134
teaching,-0.15374
team,-0.00542
teamed,0.11088
teams,0.11193
tear,0.14075
tears,-0.06602
tease,-0.06557
tecentriq,0.41227
tech,0.11236
technical,0.01388
technion,-0.06557
technique,0.11819
techniques,0.03874
technological,0.71572
technologies,-0.16573
technology,0.09158
ted,-0.06557
teen,-0.289
teenager,-0.43497
teenagers,-0.19189
teens,-0.13436
teetering,0.11088
teeth,-0.13302
teetotalers,0.41227
tehran,0.41227
tel,-0.19086
telaprevir,-0.06557
teleconference,0.89124
telephone,0.28046
television,-0.13302
tell,-0.35008
telling,-0.17459
tells,-0.18815
telltale,0.1113
temper,0.71422
temperature,0.08873
temperatures,-0.36767
tempered,0.41284
temple,0.01388
temporarily,-0.34496
temporary,-0.08473
ten,-0.15493
tend,-0.31897
tended,0.05343
tendency,-0.49333
tender,0.11088
tendon,-0.06572
tendons,0.04399
tends,0.06048
tenn,-0.19086
tennessee,-0.49333
tennis,-0.3689
tenormin,0.41227
tens,-0.3258
tense,-0.06557
tension,0.41397
tenth,-0.19086
tequila,0.41227
teriparatide,-0.06557
term,-0.12752
terms,-0.0568
terri,0.11088
terrible,-0.59095
terribly,-0.19086
terrified,0.11088
terrifying,0.11088
territory,-0.10114
terror,0.41227
test,0.01657
tested,-0.10565
testes,-0.36767
testing,-0.07483
testosterone,-0.06617
tests,0.07471
teva,0.11109
texas,-0.22151
text,-0.24288
textbook,0.11088
textile,0.41227
texting,-0.28813
texts,-0.19086
tgen,0.41227
th,0.09512
thailand,-0.1924
thalidomide,0.11088
thank,-0.36361
thanked,0.41227
thankful,0.71422
thanks,0.33752
thayer,0.41227
theoretical,-0.06572
theoretically,-0.15374
theorize,-0.19086
theorized,-0.19086
theory,-0.3752
therapeutic,0.03043
therapeutically,0.41227
therapeutics,-0.29076
therapies,-0.05888
therapist,-0.21153
therapists,-0.59364
therapy,-0.12432
thereafter,-0.28813
thereby,0.335
therefore,0.19591
thermal,0.41227
thermostat,0.41227
thick,0.22316
thickened,0.11088
thickening,0.01382
thickens,-0.06557
thickness,-0.36767
thin,-0.22893
thing,-0.23039
things,-0.16921
think,-0.17229
thinking,-0.26235
thinks,-0.17254
thinner,-0.19189
thinners,-0.06587
thinning,-0.31231
third,-0.1951
thirds,-0.10599
thirty,-0.06587
thomas,-0.03876
thompson,0.11172
thoracic,0.35734
thoratec,0.41227
thorough,-0.49333
though,-0.2221
thought,-0.15917
thoughtfully,0.41227
thoughts,-0.26185
thousand,-0.39399
thousands,-0.24458
thread,0.41227
threaded,0.28811
threading,0.63711
threat,-0.63271
threatening,-0.20665
three,-0.14233
threshold,-0.289
thrilled,-0.01436
thrive,0.53927
thrived,0.41227
throat,-0.11281
throbbing,-0.19086
thrombosis,-0.28813
throughout,0.02277
throw,-0.01436
thumb,-0.06557
thumbs,-0.19086
thursday,0.02754
thus,0.04983
thyroid,0.34781
tibia,0.41227
ticking,0.71422
tie,-0.06557
tied,-0.30904
ties,-0.43657
tightens,0.11088
tightly,-0.36767
till,0.58985
tim,-0.10114
time,-0.08466
timeline,0.11109
timely,0.41284
times,-0.25017
timing,-0.19189
timor,-0.10114
timothy,-0.76885
tingling,-0.06572
tiny,-0.04288
tip,-0.70598
tips,-0.13436
tired,-0.25955
tisch,0.41227
tissue,0.07882
tissues,0.15553
titanium,0.41284
tmprss,0.41227
tms,-0.49333
tnf,0.11088
tobacco,-0.93771
tobago,-0.10114
toby,0.41284
today,-0.13639
todd,0.41397
toddler,0.58985
toddlers,-0.36767
toenail,0.41227
toenails,0.71422
toes,0.11109
tofu,0.11088
together,-0.20106
toggle,-0.34762
togo,-0.10114
tokelau,-0.10114
told,-0.05672
tolerability,0.23639
tolerance,-0.22701
tolerate,-0.00952
tolerated,0.014
toll,-0.06602
tom,-0.03585
tomas,0.41227
tomatoes,-0.36767
tome,-0.10114
tomography,0.31864
ton,-0.06557
tone,-0.06557
tonga,-0.10114
tongue,0.11151
toni,-0.06557
tons,-0.19086
tony,0.71422
took,-0.12501
tool,-0.12132
tools,-0.06695
tooth,0.1113
toothpaste,0.71422
top,-0.19685
topamax,-0.06557
topic,-0.571
topical,0.19183
topics,-0.36767
topped,0.41227
topping,-0.06557
toprol,0.41227
tor,0.71422
tore,-0.19086
toronto,-0.15493
torso,0.71422
tossing,0.11088
total,0.0097
totaling,0.11088
totally,0.05343
touch,0.04426
touched,-0.24288
touches,-0.19086
touching,-0.19137
tough,-0.08295
toughest,-0.06557
tour,0.28811
tours,0.11088
touted,-0.28988
toward,0.04566
towards,-0.01436
town,0.1113
toxic,-0.05577
toxicities,0.41227
toxicity,0.17981
toxicology,0.41284
toxin,0.23639
toxins,-0.59095
toy,0.41227
trace,-0.06587
traces,-0.28813
track,-0.05761
tracked,0.00608
tracking,-0.01445
tracks,-0.11198
tract,0.113
trade,-0.08473
trading,-0.01436
traditional,0.17605
traditionally,-0.16401
traffic,-0.49333
tragedy,-0.06557
tragic,0.41227
trail,-0.28813
train,0.19183
trained,0.1031
trainer,0.41284
training,-0.05213
trains,-0.06587
traits,0.04399
trajectory,0.41227
trans,-0.06572
transcatheter,0.41227
transcendental,0.41227
transcranial,-0.289
transcutaneous,-0.06557
transdermal,0.41227
transfer,-0.11198
transferred,-0.59095
transform,0.34781
transformation,-0.06557
transformative,0.41227
transformed,0.19084
transforming,-0.19086
transfusion,-0.24288
transfusions,-0.19137
transient,-0.13302
transition,-0.49333
translate,-0.21447
translated,-0.13302
translates,0.03182
translating,0.71422
translational,0.07773
transmission,-0.24288
transmit,0.23639
transmits,0.23639
transmitted,-0.21909
transparent,0.41227
transplant,0.09512
transplantation,0.2677
transplanted,-0.289
transplanting,0.11088
transplants,0.08873
transport,-0.43497
transurethral,0.41227
transvaginal,0.41227
trap,0.41227
trauma,-0.29254
traumas,-0.06557
traumatic,-0.13436
travel,-0.15493
traveled,0.2677
travelers,-0.06557
traveling,-0.54484
travels,-0.43497
treadmill,0.1113
treat,-0.19262
treatable,0.03182
treated,-0.11199
treating,-0.21792
treatment,-0.03781
treatments,-0.06433
treats,-0.31827
tree,0.11214
trees,0.41227
trek,-0.06557
tremendous,-0.13369
tremendously,-0.36767
tremor,0.23717
tremors,-0.0033
trend,0.08873
trending,-0.06557
trendy,0.41227
triaged,0.11088
trial,-0.1279
trialed,0.41227
trials,-0.24654
tribune,0.11088
trick,-0.63271
trickle,0.11088
tricky,-0.28988
tried,-0.15172
tries,-0.43497
trigger,-0.32686
triggered,-0.29076
triggering,0.15784
triggers,0.17981
triglyceride,-0.49333
triglycerides,-0.46689
trimester,-0.36767
trinidad,-0.13369
trip,-0.06602
triple,-0.33075
tripling,0.11088
triptans,0.41227
trivial,0.41227
troops,0.71422
tropical,0.11088
troponin,0.41227
trouble,-0.18574
troubles,-0.19086
troublesome,0.4134
troubling,-0.33075
trout,0.41284
truck,0.23639
true,-0.30596
truly,-0.47049
trump,0.23639
trumpet,0.41227
trust,0.19284
trusting,0.11088
truth,-0.43497
try,-0.19198
trying,-0.0466
tsai,0.41227
tube,-0.10944
tuberculosis,-0.43497
tubes,-0.06602
tubing,0.11088
tucked,0.41227
tucson,0.23639
tuesday,-0.01439
tufts,-0.31827
tumor,0.03831
tumors,0.02888
tumour,0.71422
tumours,0.89124
tuna,-0.19086
tune,0.11109
tuned,-0.19086
tunisia,-0.10114
tur,0.41227
turin,0.41227
turkey,-0.21153
turkmenistan,-0.10114
turks,-0.10114
turku,0.11088
turmeric,-0.06557
turn,-0.00102
turned,-0.09179
turner,0.28811
turning,-0.14644
turns,-0.29434
tuvalu,-0.10114
tv,-0.21447
twelve,0.11109
twenty,-0.25955
twice,-0.11645
twin,0.19084
twist,0.53927
twitches,0.41227
twitching,0.41227
twitter,-0.32439
two,-0.16862
tykerb,0.41227
tylenol,0.01382
tyler,0.41227
type,-0.14313
types,0.02931
typical,-0.24153
typically,-0.13779
uc,0.23795
ucl,0.41284
ucla,-0.01445
ucsf,-0.19086
uganda,-0.21909
ugly,-0.06557
uk,0.23182
ukraine,-0.13369
ulcer,-0.19086
ulcerative,0.11088
ulcers,0.06997
ultimate,0.21796
ultimately,-0.11449
ultra,0.11109
ultrasound,-0.06695
ultrasounds,0.23639
ultraviolet,0.7851
umar,0.41227
umbilical,-0.06572
umbrella,0.41284
umea,0.41284
unable,-0.05004
unacceptable,0.41397
unaffected,0.11088
unaided,0.41227
unanimously,0.41227
unanswered,0.11109
unappealing,0.41227
unavoidable,0.41227
uncertain,-0.95738
uncertainty,-0.33288
unchanged,-0.06557
unclear,-0.28026
uncomfortable,0.17981
uncommon,-0.06572
unconfirmed,0.41227
unconscious,-0.19086
uncontrolled,-0.46689
uncovered,0.19084
uncovering,0.41227
undeniably,0.41227
underappreciated,0.11088
underestimate,-0.06572
undergo,-0.04406
undergoes,0.41397
undergoing,-0.12558
undergone,0.1723
underlie,0.41227
underlying,-0.3752
underneath,-0.06557
underscored,-0.06557
underserved,0.11088
understand,-0.23337
understanding,-0.11449
understands,0.01382
understood,-0.61096
undertake,0.11088
undertaken,-0.19086
underused,-0.19086
underutilized,0.11088
underway,-0.11888
underwent,0.06683
undiagnosed,-0.13302
undoubtedly,-0.06557
uneasy,0.41227
unemployed,0.41227
unexpected,0.26552
unexpectedly,0.41284
unexplained,-0.06557
unfavorable,0.41227
unfortunate,0.71422
unfortunately,-0.25938
unhappy,0.89124
unhealthy,-0.59095
unheard,0.11088
unimpressive,-0.06557
unintended,-0.28813
union,-0.43497
unique,-0.24569
uniquely,0.41227
unit,-0.05466
united,-0.10551
units,-0.41662
universal,0.1113
universe,0.71422
universit,0.41227
university,-0.22675
unknown,-0.02461
unknowns,-0.06557
unleash,0.41227
unless,-0.09855
unlike,-0.07766
unlikely,-0.03922
unlock,0.41284
unlocking,0.41227
unmet,0.41512
unnatural,0.11088
unnecessary,-0.21924
unnerving,0.41227
unpaid,0.11088
unpleasant,0.11214
unpleasantness,0.41227
unprecedented,-0.06572
unpredictable,-0.36767
unpredictably,0.41227
unprotected,-0.06572
unpublished,-0.49333
unquestionably,0.11088
unrecognized,0.41227
unregulated,-0.49333
unrelated,-0.01436
unrelenting,-0.06557
unreliable,0.01382
unresponsive,-0.06557
unsafe,-0.19086
unsaturated,-0.19086
unstable,-0.13302
unsubscribe,-0.10114
unsubstantiated,-0.06557
unsuccessful,0.11151
unsuccessfully,0.71422
untangling,0.41227
untreated,-0.00334
unused,0.71422
unusual,-0.58127
unusually,-0.43497
unwanted,-0.24288
unwilling,0.11088
upcoming,0.53927
update,-0.3689
updated,-0.8292
updates,-0.33721
updating,0.71422
upends,0.41227
upgrade,-0.06557
uphill,0.11088
upload,0.11088
uploaded,0.41227
upmc,0.41227
upon,-0.15493
upper,-0.10599
ups,0.03182
upset,-0.01436
upsets,0.41227
upstairs,0.11088
uptake,-0.36767
upward,-0.28813
upwards,0.11088
urethra,0.41227
urge,-0.52197
urged,-0.37014
urgency,0.28811
urgent,0.34781
urgently,-0.19137
urges,-0.24288
urging,-0.43497
uric,0.71422
uridine,0.41227
urinary,0.21114
urinate,-0.06557
urination,-0.06572
urine,-0.00755
urogynecology,0.41227
urologic,-0.06557
urologist,0.25971
urologists,-0.06557
urology,-0.35255
uruguay,-0.10114
us,-0.04156
usa,-0.15064
usable,0.11088
usage,-0.06572
usb,0.41227
usc,-0.36767
use,-0.13806
used,0.01475
useful,0.06177
usefulness,-0.289
user,0.07681
users,-0.25564
uses,0.11567
usher,0.23639
using,0.01198
uspstf,-0.33075
usual,-0.4899
usually,-0.17958
utah,0.20362
uterine,-0.1924
uterus,0.11278
utility,-0.59095
utilization,0.41227
utilized,0.41284
utilizing,0.11088
uv,0.04399
uzbekistan,-0.10114
va,-0.16401
vacation,0.11088
vaccinate,-0.19086
vaccinated,-0.59095
vaccination,-0.40402
vaccinations,0.01382
vaccine,-0.42115
vaccines,-0.58127
vacuuming,0.41227
vagal,0.41227
vagina,0.3167
vaginal,-0.17459
vagus,0.71422
valentine,0.41284
valerie,-0.19086
valid,-0.34836
validated,0.11151
validates,-0.19086
validation,0.11088
valium,-0.06557
valley,0.03182
valproate,-0.06557
valter,0.41227
valuable,0.17776
value,-0.18428
valued,0.11088
values,0.01382
valve,0.04399
valves,0.41397
van,-0.28813
vancouver,0.41284
vanderbilt,-0.76885
vanilla,0.41227
vanuatu,-0.10114
vaporub,0.41227
variability,-0.06557
variable,-0.06557
variables,0.23639
variant,-0.24288
variants,-0.13302
variation,-0.34496
variations,-0.13369
varicose,0.41227
varied,-0.40402
varies,-0.54716
variety,-0.04062
various,-0.06317
vary,-0.06663
varying,-0.19189
vascular,0.11278
vasectomy,-0.06557
vasomotor,0.41227
vasopressin,0.41227
vast,-0.11888
vastly,0.01382
vegans,0.41227
vegas,-0.28813
vegetable,0.27689
vegetables,-0.15861
vegetarian,0.41284
vegetarians,0.41227
veggies,0.41284
vehicle,-0.28813
vein,-0.15374
veins,0.1113
velocity,0.11088
vemurafenib,-0.28813
venezuela,-0.10114
venous,0.23639
ventilation,0.11088
ventricular,0.23639
venture,0.15784
vera,0.41227
verbal,0.11109
verde,-0.10114
verified,-0.06557
verify,-0.48406
versa,0.23639
version,-0.19245
versions,-0.69237
versus,-0.3295
vertex,-0.49333
vertical,0.11088
vessel,-0.04493
vessels,0.06898
vest,0.71422
vestibular,0.41227
veteran,-0.13302
veterans,-0.26812
veterinary,0.41284
vets,0.41227
via,0.00827
viability,0.11088
viable,-0.21909
viagra,0.41454
vibrates,0.41227
vibrating,-0.06557
vice,-0.11711
vicinity,0.11088
vicious,0.11088
vicks,0.41227
victim,-0.19086
victims,-0.46689
victoria,0.41227
victory,-0.06557
video,-0.06663
videos,-0.67085
vienna,-0.19086
viet,-0.10114
view,-0.14703
viewed,0.2522
views,-0.49333
vigilance,0.11088
vigilant,0.11088
vigorous,0.3167
vincent,-0.04114
vinci,0.41227
vinegar,0.11088
violent,-0.19086
viral,0.11236
virgin,-0.13369
virginia,0.06609
virtual,0.15784
virtually,-0.43818
virus,-0.09865
viruses,0.06609
visceral,-0.19086
visco,0.11088
visible,-0.25955
vision,-0.094
visit,-0.14857
visited,0.41454
visiting,-0.19137
visits,-0.10671
visual,-0.05186
visualization,0.4134
visualize,0.11088
visually,0.28811
visuals,0.41227
vita,0.41227
vital,-0.17028
vitality,0.11088
vitamin,-0.12963
vitamins,-0.23927
vitro,0.34781
vivek,0.41227
vivid,0.53927
vividly,0.41227
vivo,0.41284
vo,0.41227
vocal,-0.28813
vocs,0.11088
vogelstein,0.41284
voice,0.06
void,0.41227
volatile,-0.06557
volume,0.28533
volumes,0.23639
voluntarily,0.23639
voluntary,-0.06557
volunteer,-0.06572
volunteered,-0.13302
volunteers,-0.12165
vomiting,-0.14365
vote,0.41284
voted,-0.54484
voters,-0.06557
vowing,0.41227
vox,-0.28813
vs,-0.04493
vu,0.11088
vulnerable,-0.10671
vulvar,0.11088
waist,0.01388
waistline,-0.19086
wait,-0.05973
waited,-0.19137
waiting,-0.09339
waits,0.71422
wake,-0.11888
waking,-0.28813
wal,-0.06557
wales,0.01382
walgreen,0.41227
walgreens,0.41227
walk,0.0871
walked,-0.06617
walker,-0.59095
walking,0.00734
walks,0.335
wall,0.04152
wallace,-0.06557
wallis,-0.10114
walls,0.20935
walmart,0.11088
walnut,0.01382
walnuts,-0.06587
walsh,0.11088
walter,-0.67085
wane,-0.36767
wang,-0.43657
want,-0.226
wanted,-0.16491
wanting,-0.36767
wants,-0.05186
war,-0.25955
ward,-0.19189
warding,-0.43497
ware,0.41227
warfarin,0.04399
warm,-0.02787
warmed,0.71422
warmth,0.41284
warn,-0.19189
warned,-0.19397
warner,0.4134
warning,-0.26418
warnings,-0.06572
warns,0.23795
warrant,0.30583
warranted,-0.06587
warrants,-0.28813
warriors,-0.06557
wars,-0.06557
warwick,0.23639
wary,-0.33075
wash,0.04399
washed,0.11088
washing,-0.06557
washington,-0.20785
waste,-0.01436
wastes,0.11088
wasting,0.01382
watch,-0.16947
watched,-0.03585
watchers,0.23639
watchful,-0.43497
watching,-0.1924
water,-0.33372
watermelon,-0.06557
watson,0.23639
wave,-0.28988
waves,0.01394
wax,0.41227
way,-0.1074
wayne,-0.59095
ways,-0.00451
weak,-0.29076
weaken,0.4134
weakened,0.30583
weakening,-0.43497
weakens,0.11088
weaker,-0.28813
weakness,-0.56566
wealth,-0.19086
wealthy,0.41227
weapon,0.19084
weapons,0.41284
wear,0.24114
wearable,0.19084
wearing,-0.19292
wears,0.19183
weather,0.71422
webmd,-0.14186
website,-0.25335
webster,0.41227
wechsler,0.41227
wedding,-0.01436
wednesday,-0.12274
wee,0.41227
weed,0.23639
week,-0.08152
weekend,-0.13369
weekly,-0.28702
weeks,-0.14401
wei,0.41227
weigh,-0.76885
weighed,-0.13302
weighing,-0.19137
weighs,0.23639
weight,-0.1511
weights,0.01382
weill,-0.28988
weiner,-0.06557
weintraub,0.11109
weird,-0.13302
weiss,0.23639
weissberg,0.41227
welcome,-0.17028
welcomed,-0.33075
well,-0.10726
wellcome,0.41227
wellness,-0.0033
wells,0.11088
wen,0.41227
wendy,0.11109
went,0.01977
wenzel,0.41227
west,-0.29076
western,-0.19502
wet,-0.13302
wexner,-0.19086
whack,0.41227
whatever,0.19385
whatsoever,-0.28813
wheat,-0.43657
wheel,0.41284
wheelchair,0.19084
wheels,0.41227
wheezing,0.11109
whenever,0.16986
whereas,0.09123
wherever,-0.19086
whether,-0.27321
whi,-0.06557
whichever,0.11088
white,-0.08709
whites,-0.28813
whole,-0.12601
whose,-0.14724
wide,-0.04062
widely,-0.31625
widen,0.28811
widening,0.71422
wider,-0.24428
widespread,-0.27161
width,-0.06557
wiegmann,0.41284
wife,0.2522
wild,0.71422
wildlife,0.41227
william,-0.006
williams,0.71722
willing,-0.18242
willingness,-0.06572
willpower,0.11088
wilmer,0.41227
wind,-0.28813
window,-0.05004
windows,0.19084
windpipe,0.41227
wine,0.04454
winkler,0.41227
winning,0.3167
winnipeg,0.41227
wins,-0.19086
winston,-0.06572
winter,0.15784
winthrop,0.11109
wipe,-0.19086
wiping,-0.06557
wire,0.25571
wired,-0.06557
wireless,0.41227
wirelessly,-0.19086
wires,-0.289
wiring,0.89124
wis,0.41284
wisdom,-0.13302
wise,0.11088
wisely,0.41227
wish,-0.54484
withdrawal,-0.76885
withdrawn,0.41227
withering,0.41227
within,-0.08736
without,-0.16078
withstand,0.23639
wives,0.41227
woke,-0.06587
wolf,0.11088
wolfe,-0.06557
woman,-0.11869
womb,-0.06587
women,-0.0764
wonder,-0.61519
wondered,0.11193
wonderful,-0.16401
wondering,-0.59095
wood,0.28811
woodward,0.41227
word,-0.65218
words,-0.40627
wore,0.45976
work,-0.22987
worked,-0.26792
worker,0.11151
workers,-0.06617
working,-0.03386
workings,-0.19086
workman,0.41227
workout,0.28811
workouts,0.58985
works,-0.10014
workshop,0.41227
world,-0.05418
worldwide,-0.157
worn,0.41742
worried,-0.1424
worries,-0.54716
worrisome,-0.67085
worry,-0.24856
worrying,0.51181
worse,-0.10248
worsen,-0.25955
worsened,0.41284
worsening,0.27689
worsens,-0.36767
worst,0.04983
worth,-0.29327
worthwhile,-0.54484
worthy,0.63711
would,-0.19786
wound,-0.19189
wounds,0.01388
wow,-0.28813
wrapped,-0.06572
wreck,-0.19086
wrenching,-0.06557
wright,-0.06572
wrinkles,0.41227
wrist,-0.13302
wristbands,0.41227
write,-0.26521
writer,-0.54716
writes,-0.16105
writing,0.06048
written,-0.45874
wrong,-0.20665
wrongly,-0.19086
wrote,-0.23735
wsj,-0.50019
wu,-0.06572
wurtman,-0.06557
www,0.14075
wyeth,-0.06557
wyss,0.41227
xanax,0.41227
xarelto,0.23639
xenical,-0.06557
xiang,0.11109
xl,0.41284
xofluza,0.41227
xolair,0.41227
yale,-0.51535
yan,0.41227
yancy,-0.06557
yard,0.41227
yeah,0.01382
year,-0.16069
yearly,0.07681
years,-0.16819
yeast,-0.01436
yeh,0.11088
yellow,0.81356
yemen,-0.10114
yervoy,-0.06587
yes,-0.26715
yesterday,0.11088
yet,-0.18168
yi,-0.19086
yield,-0.28813
yielded,-0.3689
yields,-0.06557
yin,0.41227
yoga,-0.02229
yogurt,-0.15374
york,-0.35635
young,-0.24047
younger,-0.12203
youngsters,0.1113
youth,-0.15374
youthful,-0.19086
youtube,-0.28813
yves,0.11088
zaidi,0.41227
zaldy,0.41227
zambia,-0.10114
zameel,0.41227
zapping,-0.28813
zarate,0.41227
zealand,-0.23504
zelboraf,0.41227
zelevansky,0.41227
zero,0.00155
zhang,0.71422
zimbabwe,-0.13369
zimmer,0.41227
zimmerman,0.41227
zinc,-0.36767
zip,0.41227
zipes,-0.06557
zocor,-0.28813
zoloft,-0.28813
zometa,-0.06557
zone,-0.67085
zones,-0.06557
zuckerman,0.11088
zurich,0.11109
